"x","model","probability","SEmax","SEmin"
0.426573117,"mod4",0.819836212947514,0.802829312333199,0.835676439373882
0.426573117,"mod1",0.90433961038846,0.905966398668734,0.902687701525824
0.426573117,"mod3",0.897767226988347,0.888954427428064,0.905954617041977
0.437361120829146,"mod4",0.820119049153569,0.803016785474264,0.836039652745292
0.437361120829146,"mod1",0.904574099390766,0.906138345560434,0.902986575360452
0.437361120829146,"mod3",0.897977460211707,0.889108828755246,0.906211632791218
0.448149124658291,"mod4",0.820401538609453,0.803204124057452,0.836402220453898
0.448149124658291,"mod1",0.904808074101918,0.906310010550665,0.90328462961637
0.448149124658291,"mod3",0.898187310136608,0.889263042141102,0.906468018660825
0.458937128487437,"mod4",0.820683681434845,0.803391328096241,0.836764142952681
0.458937128487437,"mod1",0.905041535353433,0.906481393982735,0.903581865937367
0.458937128487437,"mod3",0.898396777260326,0.889417067740048,0.906723775798374
0.469725132316583,"mod4",0.820965477750402,0.803578397604279,0.837125420697524
0.469725132316583,"mod1",0.905274483976952,0.906652496199973,0.903878285967688
0.469725132316583,"mod3",0.89860586208033,0.889570905706586,0.906978905351544
0.480513136145729,"mod4",0.821246927677754,0.803765332595382,0.837486054147197
0.480513136145729,"mod1",0.905506920804239,0.906823317545732,0.904173891352013
0.480513136145729,"mod3",0.898814565094284,0.889724556195298,0.907233408468095
0.491301139974874,"mod4",0.821528031339506,0.803952133083535,0.837846043763343
0.491301139974874,"mod1",0.905738846667163,0.906993858363377,0.90446868373542
0.491301139974874,"mod3",0.899022886800037,0.889878019360851,0.907487286295862
0.50208914380402,"mod4",0.821808788859229,0.804138799082893,0.838205390010464
0.50208914380402,"mod1",0.905970262397696,0.907164118996292,0.904762664763367
0.50208914380402,"mod3",0.899230827695622,0.890031295357992,0.907740539982734
0.512877147633166,"mod4",0.822089200361457,0.804325330607777,0.838564093355903
0.512877147633166,"mod1",0.906201168827902,0.907334099787877,0.905055836081655
0.512877147633166,"mod3",0.899438388279249,0.890184384341549,0.907993170676644
0.523665151462312,"mod4",0.822369265971689,0.804511727672678,0.838922154269828
0.523665151462312,"mod1",0.906431566789928,0.90750380108154,0.905348199336406
0.523665151462312,"mod3",0.899645569049306,0.89033728646643,0.908245179525551
0.534453155291457,"mod4",0.822648985816382,0.804697990292253,0.839279573225222
0.534453155291457,"mod1",0.906661457115995,0.907673223220702,0.905639756174035
0.534453155291457,"mod3",0.899852370504349,0.890490001887621,0.90849656767743
0.545241159120603,"mod4",0.822928360022948,0.804884118481328,0.839636350697863
0.545241159120603,"mod1",0.906890840638392,0.907842366548792,0.905930508241221
0.545241159120603,"mod3",0.900058793143102,0.890642530760188,0.908747336280258
0.556029162949749,"mod4",0.823207388719753,0.805070112254895,0.83999248716631
0.556029162949749,"mod1",0.907119718189466,0.908011231409243,0.906220457184883
0.556029162949749,"mod3",0.900264837464449,0.890794873239275,0.908997486481994
0.566817166778894,"mod4",0.823486072036112,0.805255971628113,0.840347983111889
0.566817166778894,"mod1",0.907348090601612,0.908179818145496,0.906509604652149
0.566817166778894,"mod3",0.900470503967434,0.890947029480101,0.909247019430572
0.57760517060804,"mod4",0.823764410102285,0.805441696616309,0.840702839018677
0.57760517060804,"mod1",0.907575958707267,0.908348127100993,0.906797952290331
0.57760517060804,"mod3",0.900675793151253,0.891098999637964,0.909495936273884
0.588393174437186,"mod4",0.824042403049478,0.805627287234975,0.841057055373487
0.588393174437186,"mod1",0.9078033233389,0.908516158619176,0.907085501746902
0.588393174437186,"mod3",0.900880705515253,0.891250783868237,0.909744238159768
0.599181178266332,"mod4",0.824320051009835,0.805812743499769,0.841410632665852
0.599181178266332,"mod1",0.908030185329005,0.908683913043487,0.907372254669463
0.599181178266332,"mod3",0.901085241558927,0.891402382326365,0.909991926235992
0.609969182095477,"mod4",0.824597354116439,0.805998065426515,0.841763571388014
0.609969182095477,"mod1",0.908256545510093,0.908851390717365,0.907658212705722
0.609969182095477,"mod3",0.901289401781909,0.89155379516787,0.910239001650243
0.620757185924623,"mod4",0.824874312503306,0.806183253031203,0.842115872034902
0.620757185924623,"mod1",0.908482404714682,0.909018591984244,0.907943377503466
0.620757185924623,"mod3",0.901493186683968,0.891705022548349,0.91048546555011
0.631545189753769,"mod4",0.825150926305383,0.806368306329988,0.842467535104124
0.631545189753769,"mod1",0.908707763775289,0.90918551718755,0.908227750710536
0.631545189753769,"mod3",0.901696596765011,0.891856064623467,0.910731319083076
0.642333193582915,"mod4",0.825427195658545,0.806553225339189,0.842818561095946
0.642333193582915,"mod1",0.908932623524423,0.909352166670704,0.908511333974797
0.642333193582915,"mod3",0.901899632525071,0.892006921548966,0.9109765633965
0.65312119741206,"mod4",0.825703120699593,0.806738010075292,0.843168950513282
0.65312119741206,"mod1",0.909156984794578,0.909518540777112,0.908794128944121
0.65312119741206,"mod3",0.902102294464307,0.892157593480655,0.911221199637605
0.663909201241206,"mod4",0.825978701566247,0.806922660554945,0.843518703861677
0.663909201241206,"mod1",0.909380848418221,0.909684639850172,0.909076137266352
0.663909201241206,"mod3",0.902304583083,0.892308080574418,0.911465228953466
0.674697205070352,"mod4",0.826253938397148,0.807107176794961,0.843867821649292
0.674697205070352,"mod1",0.909604215227787,0.909850464233265,0.909357360589288
0.674697205070352,"mod3",0.902506498881548,0.892458382986206,0.911708652490997
0.685485208899497,"mod4",0.826528831331852,0.807291558812317,0.844216304386886
0.685485208899497,"mod1",0.909827086055672,0.910016014269757,0.909637800560652
0.685485208899497,"mod3",0.902708042360461,0.89260850087204,0.911951471396935
0.696273212728643,"mod4",0.826803380510826,0.807475806624153,0.844564152587807
0.696273212728643,"mod1",0.910049461734222,0.910181290302999,0.909917458828068
0.696273212728643,"mod3",0.902909214020359,0.89275843438801,0.91219368681783
0.707061216557789,"mod4",0.827077586075449,0.807659920247774,0.844911366767975
0.707061216557789,"mod1",0.910271343095726,0.910346292676319,0.910196337039036
0.707061216557789,"mod3",0.90311001436197,0.892908183690273,0.912435299900033
0.717849220386935,"mod4",0.827351448168005,0.807843899700646,0.845257947445864
0.717849220386935,"mod1",0.91049273097241,0.910511021733025,0.910474436840908
0.717849220386935,"mod3",0.903310443886119,0.893057748935055,0.912676311789679
0.72863722421608,"mod4",0.827624966931679,0.808027745000398,0.84560389514249
0.72863722421608,"mod1",0.910713626196427,0.910675477816402,0.910751759880863
0.72863722421608,"mod3",0.903510503093732,0.893207130278645,0.91291672363268
0.739425228045226,"mod4",0.827898142510559,0.808211456164823,0.845949210381397
0.739425228045226,"mod1",0.910934029599849,0.910839661269712,0.911028307805884
0.739425228045226,"mod3",0.903710192485827,0.893356327877402,0.913156536574705
0.750213231874372,"mod4",0.82817097504963,0.808395033211875,0.846293893688641
0.750213231874372,"mod1",0.911153942014663,0.911003572436188,0.911304082262731
0.750213231874372,"mod3",0.903909512563512,0.893505341887748,0.913395751761176
0.761001235703518,"mod4",0.828443464694768,0.80857847615967,0.846637945592772
0.761001235703518,"mod1",0.911373364272759,0.911167211659035,0.911579084897919
0.761001235703518,"mod3",0.90410846382798,0.893654172466168,0.913634370337249
0.771789239532663,"mod4",0.828715611592743,0.808761785026486,0.846981366624827
0.771789239532663,"mod1",0.911592297205922,0.911330579281429,0.911853317357694
0.771789239532663,"mod3",0.904307046780508,0.893802819769214,0.913872393447803
0.782577243361809,"mod4",0.828987415891212,0.808944959830761,0.847324157318306
0.782577243361809,"mod1",0.91181074164583,0.911493675646515,0.91212678128801
0.782577243361809,"mod3",0.90450526192245,0.893951283953499,0.914109822237431
0.793365247190955,"mod4",0.829258877738714,0.809128000591096,0.847666318209166
0.793365247190955,"mod1",0.91202869842404,0.911656501097401,0.912399478334502
0.793365247190955,"mod3",0.904703109755234,0.894099565175698,0.914346657850423
0.8041532510201,"mod4",0.829529997284674,0.809310907326253,0.848007849835799
0.8041532510201,"mod1",0.912246168371984,0.911819055977164,0.912671410142469
0.8041532510201,"mod3",0.904900590780358,0.894247663592549,0.914582901430757
0.814941254849246,"mod4",0.829800774679391,0.809493680055151,0.848348752739022
0.814941254849246,"mod1",0.91246315232096,0.91198134062884,0.912942578356843
0.814941254849246,"mod3",0.905097705499389,0.89439557936085,0.914818554122086
0.825729258678392,"mod4",0.830071210074043,0.809676318796874,0.848689027462062
0.825729258678392,"mod1",0.912679651102127,0.91214335539543,0.913212984622172
