"x","model","probability","SEmax","SEmin"
0.426573117,"mod4",0.850880990426581,0.82734715571223,0.871704426907288
0.426573117,"mod1",0.915634060941821,0.916116372487131,0.915149233068341
0.426573117,"mod3",0.899410031000284,0.884045963417012,0.912938821124495
0.437361120829146,"mod4",0.851138210336218,0.827515972312894,0.872025618249832
0.437361120829146,"mod1",0.915844510221755,0.916262688246412,0.915424436611607
0.437361120829146,"mod3",0.899605039525954,0.88418057603357,0.913177034197906
0.448149124658291,"mod4",0.851395064048511,0.827684658226921,0.872346123236776
0.448149124658291,"mod1",0.916054482668447,0.916408772078473,0.915698829787472
0.448149124658291,"mod3",0.899799712116384,0.884315052826246,0.913414657300098
0.458937128487437,"mod4",0.851651551817506,0.827853213488249,0.872665942745389
0.458937128487437,"mod1",0.916263979122353,0.916554624269746,0.915972414449259
0.458937128487437,"mod3",0.899994049187044,0.884449393884616,0.913651691554184
0.469725132316583,"mod4",0.851907673898033,0.828021638130945,0.872985077654842
0.469725132316583,"mod1",0.916473000423651,0.916700245106595,0.916245192449537
0.469725132316583,"mod3",0.900188051153537,0.884583599298307,0.913888138083011
0.480513136145729,"mod4",0.852163430545698,0.828189932189207,0.873303528846197
0.480513136145729,"mod1",0.916681547412239,0.916845634875314,0.916517165640101
0.480513136145729,"mod3",0.900381718431588,0.884717669157002,0.914123998009139
0.491301139974874,"mod4",0.852418822016879,0.828358095697361,0.873621297202379
0.491301139974874,"mod1",0.916889620927731,0.916990793862128,0.916788335871943
0.491301139974874,"mod3",0.900575051437045,0.884851603550433,0.914359272454837
0.50208914380402,"mod4",0.852673848568724,0.828526128689863,0.873938383608169
0.50208914380402,"mod1",0.917097221809444,0.917135722353191,0.917058704995229
0.50208914380402,"mod3",0.900768050585874,0.884985402568386,0.914593962542068
0.512877147633166,"mod4",0.852928510459144,0.828694031201296,0.874254788950175
0.512877147633166,"mod1",0.917304350896395,0.917280420634582,0.917328274859269
0.512877147633166,"mod3",0.900960716294158,0.885119066300701,0.914828069392477
0.523665151462312,"mod4",0.853182807946817,0.828861803266373,0.874570514116819
0.523665151462312,"mod1",0.917511009027293,0.91742488899231,0.917597047312496
0.523665151462312,"mod3",0.901153048978091,0.885252594837267,0.91506159412738
0.534453155291457,"mod4",0.853436741291172,0.829029444919936,0.874885559998318
0.534453155291457,"mod1",0.917717197040535,0.917569127712307,0.917865024202439
0.534453155291457,"mod3",0.901345049053978,0.885385988268025,0.915294537867753
0.545241159120603,"mod4",0.853690310752397,0.829196956196955,0.875199927486665
0.545241159120603,"mod1",0.917922915774193,0.917713137080429,0.9181322073757
0.545241159120603,"mod3",0.901536716938229,0.885519246682968,0.915526901734218
0.556029162949749,"mod4",0.853943516591429,0.829364337132525,0.875513617475613
0.556029162949749,"mod1",0.918128166066016,0.917856917382456,0.918398598677924
0.556029162949749,"mod3",0.901728053047361,0.885652370172138,0.915758686847036
0.566817166778894,"mod4",0.85419635906995,0.829531587761871,0.875826630860652
0.566817166778894,"mod1",0.918332948753415,0.918000468904091,0.918664199953783
0.566817166778894,"mod3",0.901919057797987,0.88578535882563,0.915989894326092
0.57760517060804,"mod4",0.854448838450387,0.829698708120344,0.876138968538995
0.57760517060804,"mod1",0.918537264673462,0.918143791930955,0.918929013046943
0.57760517060804,"mod3",0.902109731606823,0.885918212733588,0.916220525290884
0.588393174437186,"mod4",0.854700954995903,0.829865698243424,0.876450631409561
0.588393174437186,"mod1",0.918741114662881,0.918286886748592,0.919193039800047
0.588393174437186,"mod3",0.902300074890675,0.886050931986204,0.916450580860513
0.599181178266332,"mod4",0.854952708970401,0.830032558166715,0.876761620372952
0.599181178266332,"mod1",0.918944499558043,0.918429753642461,0.919456282054684
0.599181178266332,"mod3",0.902490088066444,0.886183516673721,0.916680062153671
0.609969182095477,"mod4",0.85520410063851,0.830199287925948,0.877071936331439
0.609969182095477,"mod1",0.919147420194958,0.918572392897943,0.919718741651373
0.609969182095477,"mod3",0.902679771551118,0.886315966886432,0.916908970288631
0.620757185924623,"mod4",0.855455130265592,0.830365887556981,0.877381580188943
0.620757185924623,"mod1",0.91934987740927,0.918714804800332,0.919980420429533
0.620757185924623,"mod3",0.902869125761773,0.886448282714678,0.917137306383236
0.631545189753769,"mod4",0.855705798117728,0.830532357095798,0.877690552851017
0.631545189753769,"mod1",0.919551872036249,0.918856989634839,0.920241320227463
0.631545189753769,"mod3",0.903058151115565,0.886580464248847,0.917365071554884
0.642333193582915,"mod4",0.855956104461724,0.830698696578506,0.87799885522483
0.642333193582915,"mod1",0.919753404910786,0.918998947686588,0.920501442882316
0.642333193582915,"mod3",0.903246848029734,0.886712511579379,0.917592266920523
0.65312119741206,"mod4",0.856206049565099,0.830864906041341,0.878306488219145
0.65312119741206,"mod1",0.919954476867388,0.919140679240619,0.920760790230081
0.65312119741206,"mod3",0.903435216921593,0.886844424796757,0.917818893596638
0.663909201241206,"mod4",0.856455633696088,0.83103098552066,0.878613452744306
0.663909201241206,"mod1",0.920155088740167,0.919282184581882,0.921019364105554
0.663909201241206,"mod3",0.903623258208533,0.886976203991515,0.918044952699238
0.674697205070352,"mod4",0.856704857123632,0.831196935052949,0.878919749712219
0.674697205070352,"mod1",0.920355241362839,0.919423463995238,0.921277166342319
0.674697205070352,"mod3",0.903810972308015,0.887107849254233,0.918270445343849
0.685485208899497,"mod4",0.856953720117381,0.831362754674814,0.879225380036333
0.685485208899497,"mod1",0.920554935568715,0.919564517765459,0.921534198772724
0.685485208899497,"mod3",0.903998359637568,0.887239360675539,0.918495372645499
0.696273212728643,"mod4",0.857202222947684,0.831528444422989,0.879530344631625
0.696273212728643,"mod1",0.920754172190696,0.919705346177227,0.921790463227862
0.696273212728643,"mod3",0.904185420614788,0.887370738346107,0.918719735718712
0.707061216557789,"mod4",0.85745036588559,0.831694004334329,0.879834644414578
0.707061216557789,"mod1",0.920952952061265,0.919845949515131,0.922045961537542
0.707061216557789,"mod3",0.904372155657333,0.887501982356656,0.918943535677496
0.717849220386935,"mod4",0.857698149202841,0.831859434445815,0.880138280303171
0.717849220386935,"mod1",0.921151276012484,0.919986328063665,0.922300695530274
0.717849220386935,"mod3",0.904558565182922,0.887633092797952,0.91916677363533
0.72863722421608,"mod4",0.857945573171871,0.832024734794548,0.880441253216855
0.72863722421608,"mod1",0.921349144875985,0.920126482107233,0.922554667033244
0.72863722421608,"mod3",0.904744649609329,0.887764069760808,0.919389450705157
0.739425228045226,"mod4",0.8581926380658,0.832189905417757,0.880743564076539
0.739425228045226,"mod1",0.921546559482966,0.92026641193014,0.922807877872292
0.739425228045226,"mod3",0.904930409354385,0.887894913336081,0.919611567999373
0.750213231874372,"mod4",0.858439344158433,0.832354946352788,0.881045213804572
0.750213231874372,"mod1",0.921743520664185,0.920406117816598,0.923060329871892
0.750213231874372,"mod3",0.905115844835973,0.888025623614673,0.919833126629814
0.761001235703518,"mod4",0.858685691724254,0.832519857637115,0.881346203324728
0.761001235703518,"mod1",0.92194002924995,0.92054560005072,0.923312024855129
0.761001235703518,"mod3",0.905300956472022,0.88815620068753,0.920054127707751
0.771789239532663,"mod4",0.858931681038423,0.83268463930833,0.881646533562184
0.771789239532663,"mod1",0.922136086070122,0.920684858916521,0.923562964643679
0.771789239532663,"mod3",0.905485744680509,0.888286644645645,0.920274572343875
0.782577243361809,"mod4",0.859177312376772,0.83284929140415,0.881946205443509
0.782577243361809,"mod1",0.922331691954097,0.920823894697918,0.923813151057789
0.782577243361809,"mod3",0.905670209879454,0.888416955580052,0.92049446164829
0.793365247190955,"mod4",0.859422586015803,0.833013813962411,0.882245219896641
0.793365247190955,"mod1",0.922526847730814,0.920962707678726,0.924062585916255
0.793365247190955,"mod3",0.905854352486919,0.888547133581831,0.920713796730502
