"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.06707447769665,0.230876696770991,-8.95315337843303,3.45469350388983e-19
"eexp",-0.0485513772338066,0.0316357850003046,-1.5346980399993,0.124858017525284
"SMKC_102",0.770218883235039,0.251958222583694,3.05693092821844,0.00223615797840826
"SMKC_103",0.625360697986035,0.677815410798728,0.922612097664051,0.356209388939826
"SMKC_106",-0.150319741153401,0.0877126174787908,-1.71377557156755,0.0865699514849497
"SMKC_2022",-0.371261703524758,0.152325014916863,-2.43729963674966,0.0147974121518088
"SMKC_2023",-0.664367879273525,0.0901569520405945,-7.3690144158199,1.7189407554057e-13
"SMKC_2024",-0.123820682969582,1.15377999143666,-0.107317412235069,0.914537171349855
"FVCDVTOT",-0.240097492436128,0.0392303451252567,-6.12019832274052,9.34589637982121e-10
"married2",-0.00307878749143746,0.146918424477696,-0.020955761691447,0.983280944974124
"married3",-0.0925328504937692,0.152795711754436,-0.605598478067776,0.544781413215615
"married4",0.415370431240245,0.167848280768926,2.47467790159899,0.0133356385445971
"married5",0.570446497780426,0.109922773187617,5.18952061741366,2.10836159971862e-07
"married6",0.389228053021128,0.0889970292744872,4.37349489296614,1.22273106589261e-05
"married7",1.31469473335711,0.488947200537323,2.68882761147286,0.00717034376308905
"job1",-0.450147609924056,0.0807057293640119,-5.57764130838504,2.4380171842639e-08
"job2",-0.14996825493678,0.14426402327818,-1.03954022305063,0.298553561349598
"white1",0.370612164538359,0.139334433303876,2.65987491928924,0.00781696753879475
"white2",0.327811949198203,0.163077378637084,2.01016199756144,0.0444140460783762
"imi2",0.209918332658926,0.547568513798897,0.383364505753925,0.701449516994759
"imi3",-6.17020395073129,50.6492066415913,-0.12182232180641,0.903039735371179
"imi7",0.0292207350404407,0.124195317812285,0.235280488469028,0.813991038048336
"INCDHH",-0.23260711155547,0.0360370169038658,-6.45467165542545,1.08453785282392e-10
"EHG2DVR32",-0.332552197603738,0.118131027641941,-2.81511305066874,0.00487600777164182
"EHG2DVR33",-0.304747405785026,0.110803656528229,-2.75033708573855,0.00595339869038248
"EHG2DVR34",-0.270837168120292,0.138692461287915,-1.9527893989714,0.050844555209911
"DHHE_SEX2",0.173590190405274,0.0663585184354078,2.61594433537938,0.00889810624406685
"DHH_AGE",-0.32443737655039,0.0477964522915383,-6.78789661147774,1.13780137309669e-11
"treediv",-0.0982673910401782,0.0417127263080882,-2.35581319509974,0.0184822094332526
"DistancetoLocation",0.0467255224793034,0.0325623096213238,1.4349572564934,0.151299278192705
"ModeledSDiv",-0.0470877732906657,0.0355188097905137,-1.32571371530703,0.184934542685817
"ndvi500",0.00893833527389368,0.0777476474799371,0.114965990143949,0.908472079191708
"YEAR",0.327011496761357,0.0979179074620568,3.3396495619361,0.000838841684746313
"bluedist",0.0297238661660892,0.0368778077136073,0.806009576190767,0.420237327505626
"greendist",0.0562716592427419,0.0363431834058602,1.54834150366884,0.121540096886563
"PropBlue",0.0282824913825613,0.0317974683389705,0.889457332925422,0.373757344130111
"PropGreen",-0.0477625091531302,0.0422600583840909,-1.13020452359599,0.258390054105181
"area_m",-0.00948784154211339,0.0313318712588287,-0.302817583531334,0.762028882478118
